,abstracts,lead_paragraph,url,date,document_type,news_desk
775,He attributed the drop to Mexico cracking down on undocumented immigrants crossing the border and the expansion of a policy that forces migrants to wait in Mexico while their asylum cases are processed.,"WASHINGTON — Kevin McAleenan, the acting secretary of homeland security, said on Friday that arrests of migrants at the southwestern border are expected to decline by 25 percent in June.",https://www.nytimes.com/2019/06/28/us/politics/homeland-security-border-arrests.html,2019-06-28,article,Washington
776,"Police officials said they had no indication that the suspect, Ashleigh Wade, was actually expecting a child, and neighbors said they had not seen signs that she was.","A woman charged with fatally stabbing an expectant mother and cutting a baby from her womb in the Bronx on Friday had been telling people for months that she herself was pregnant, according to interviews on Saturday.",https://www.nytimes.com/2015/11/22/nyregion/woman-held-in-grisly-death-of-expectant-mother-spoke-of-being-due-to-give-birth.html,2015-11-21,article,Metro
777,"There is so much effort and love in all these packages; so much support in all the inquiries. It’s shocking, humbling and fantastic.","Possibly because I’m a guy, I never really thought too hard about giving people baby gifts. It was just something that did not often cross my mind. When one of my friends or family members said that they were having a baby, I might have halfheartedly found them something off their registry that wasn’t too cheap, or just sent them a gift card, figuring that they may need it for diapers. If I found myself cruising the baby aisles of Target, it tended to be so overwhelming that I found the first age-appropriate toy I could, whether I thought the child could use it or not. Let’s just say that gift receipts were key.",https://parenting.blogs.nytimes.com/2015/02/24/an-outpouring-of-love-and-onesies/,2015-02-24,article,Styles
778,"A federal judge made public still images from surveillance video in a class-action lawsuit alleging that migrants caught illegally entering the country are held in dirty, crowded cells.","PHOENIX — In June 2015, legal and civil rights groups filed a class-action lawsuit in Federal District Court in Tucson accusing the Border Patrol of holding migrants in dirty and crowded cells at stations in southeastern Arizona, after they were caught illegally entering the United States.",https://www.nytimes.com/2016/08/19/us/photos-show-conditions-in-arizona-border-detention-centers.html,2016-08-18,article,National
779,"Chris Mintz, an Iraq war veteran and father, was shot several times through a classroom door as he tried to stop a gunman at Umpqua Community College.","ROSEBURG, Ore. — Chris Mintz has served in the Army, practiced mixed martial arts fighting and dedicated himself to raising an autistic child.",https://www.nytimes.com/2015/10/03/us/chris-mintz-who-tried-to-block-oregon-gunman-has-history-of-service.html,2015-10-02,article,National
780,"There is so much effort and love in all these packages; so much support in all the inquiries. It’s shocking, humbling and fantastic.","Possibly because I’m a guy, I never really thought too hard about giving people baby gifts. It was just something that did not often cross my mind. When one of my friends or family members said that they were having a baby, I might have halfheartedly found them something off their registry that wasn’t too cheap, or just sent them a gift card, figuring that they may need it for diapers. If I found myself cruising the baby aisles of Target, it tended to be so overwhelming that I found the first age-appropriate toy I could, whether I thought the child could use it or not. Let’s just say that gift receipts were key.",https://parenting.blogs.nytimes.com/2015/02/24/an-outpouring-of-love-and-onesies/,2015-02-24,article,Styles
781,"The Venezuelan authorities detained several executives of a pharmacy chain, which President Nicolás Maduro accused of orchestrating long lines to sow discontent.","CARACAS, Venezuela — The authorities detained several executives of the country’s top pharmacy chain over the weekend amid accusations that retailers were seeking to maintain long lines outside stores as part of what President Nicolás Maduro called a “guerrilla tactic” to sow discontent in the economically beleaguered nation.",https://www.nytimes.com/2015/02/03/world/americas/pharmacies-in-venezuela-are-accused-of-sabotage.html,2015-02-03,article,Foreign
782,The presence in a Brooklyn courtroom of an Australian Labradoodle assisting an adult witness was said to be unprecedented in New York City.,"Wrenching as it was, the scene was not an uncommon one at a sentencing hearing inside a Brooklyn courtroom on Tuesday. A 30-year-old woman was describing the horrific ordeal she and her 5-year-old daughter endured for five months in 2012, bound by duct tape, assaulted and hidden away from the outside world.",https://www.nytimes.com/2015/06/10/nyregion/therapy-dog-helps-woman-testify-at-assailants-sentencing-hearing.html,2015-06-10,article,Metro
783,"Dr. Álvarez was an ophthalmologist, former guerrilla, political prisoner, diplomat and trenchant critic of dictatorship, and he was often called the wisest man in Nicaragua.","Emilio Álvarez Montalván, a former guerrilla, political prisoner and government official who in the last quarter-century of his life was often called the wisest man in Nicaragua, died on Wednesday in Managua. He was 94.",https://www.nytimes.com/2014/07/05/world/americas/emilio-alvarez-montalvan-nicaraguas-pro-democracy-sage-dies-at-94.html,2014-07-05,article,Foreign
784,"David S. Taylor, a group president who joined P.&G. in 1980, takes charge of a company that has spent months vigorously slimming down.","Procter & Gamble has named David S. Taylor, its group president of global beauty, grooming and health care, as its next chief executive, a move that comes on the heels of a major corporate restructuring that the company hopes will help improve its sputtering growth.",https://www.nytimes.com/2015/07/29/business/procter-gamble-names-beauty-products-executive-as-next-ceo.html,2015-07-28,article,Business
785,"Either shut your phone and laptop down and be present, or grab the gadgets and get to work. It’s the half-measures of attention that don’t work for parents or kids.","Here is what I wish I’d known, from 14-some years into this parenting gig: Leave the children alone when you must and then really be with them when you can. Or, to put it slightly differently: Alternate fully engaging with fully ignoring them. There is, of course, an implied “instead of” here — instead of half paying attention to them all the time (cough smartphone cough).",https://parenting.blogs.nytimes.com/2014/06/06/give-kids-your-undivided-attention-or-no-attention-at-all/,2014-06-06,article,Styles
786,"Kayla Medina lived with nine foster families in five years. After the birth of her son, she found a place she could finally call her own.","Kayla Medina’s apartment in Harlem, where she lives with her infant son, Kayden, is simple and small. He crawls around their living room floor, his interest shifting among his toys. He will turn 1 in April; Ms. Medina turned 21 this month.",https://www.nytimes.com/2016/01/21/nyregion/with-a-new-child-laying-claim-to-the-comforts-of-home.html,2016-01-21,article,Metro
787,"Ms. Allen appeared on and off Broadway when New York theater was not especially welcoming to black performers, and she helped integrate network television.","Billie Allen, an actress who appeared on and off Broadway when New York theater was not especially welcoming to black performers, and who helped integrate network television, making frequent appearances on “The Phil Silvers Show” in the 1950s and in commercials in the 1960s, died on Dec. 29 at her home in Manhattan. She was 90.",https://www.nytimes.com/2016/01/11/theater/billie-allen-actress-who-bridged-racial-gap-dies-at-90.html,2016-01-11,article,Culture
788,"Goldberg & Iryami, the law firm that made unreported payments to Sheldon Silver, the New York State Assembly speaker, also represents a landlord with ties to Mr. Silver, city records show.","A two-attorney law firm that has made substantial payments to Sheldon Silver, the New York State Assembly speaker, which are the focus of a federal investigation, also counts among its clients a wealthy landlord with a troubled past who has ties to Mr. Silver, records show.",https://www.nytimes.com/2014/12/31/nyregion/firm-that-paid-sheldon-silver-is-tied-to-landlord-with-troubled-past.html,2014-12-31,article,Metro
789,"Stronger paternity leave programs are good for children, mothers and fathers, though they still elicit some negative attitudes in the workplace, an economist writes.","Nancy Folbre is professor emerita of economics at the University of Massachusetts, Amherst.",https://economix.blogs.nytimes.com/2014/02/10/dollars-for-dads/,2014-02-10,article,
790,"Lexie Brown, whose father, Dee Brown, played 12 seasons in the N.B.A., leads the Terrapins into a Final Four matchup with Connecticut.","TAMPA, Fla. — Maryland’s Lexie Brown was cradled in the hands of a slam dunk champion. She had her diapers changed by Pervis Ellison, a former N.C.A.A. tournament most valuable player and a No. 1 N.B.A. draft pick. She was raised in N.B.A. arenas.",https://www.nytimes.com/2015/04/05/sports/ncaabasketball/born-to-a-star-and-becoming-one-for-maryland.html,2015-04-05,article,Sports
791,"Stronger paternity leave programs are good for children, mothers and fathers, though they still elicit some negative attitudes in the workplace, an economist writes.","Nancy Folbre is professor emerita of economics at the University of Massachusetts, Amherst.",https://economix.blogs.nytimes.com/2014/02/10/dollars-for-dads/,2014-02-10,article,
792,"Claims to the name by makers of computers, cosmetics and leather goods highlight the difficulties that big names face when dealing with Chinese trademark laws.",BEIJING — The founder of a Chinese brand of high-tech toilets called Trump said he had no intention of soiling the name of America’s next president.,https://www.nytimes.com/2016/11/16/business/china-trump-trademark-toilet.html,2016-11-15,article,Business
793,"Celebrities with upcoming movies offer their favorite holiday traditions at home, and on the big and the small screen.","Celebrities with upcoming movies offer their favorite holiday traditions at home, and on the big and the small screen.",https://www.nytimes.com/2014/11/02/movies/quvenzhane-wallis-wes-bentley-and-others-on-holiday-traditions.html,2014-10-30,article,Arts&Leisure
794,"After a weak first quarter, Procter & Gamble said it would get rid of about half of its portfolio of brands, including Duracell batteries.","For decades, Procter & Gamble, which built an empire out of soap and diapers, has held court under America’s sinks. The maker of Tide and other cleaning and personal care products has spent years acquiring hundreds of brands it hoped could also become part of consumers’ daily routines.",https://www.nytimes.com/2014/10/25/business/Procter-Gamble-Quarterly-Earnings-Report.html,2014-10-24,article,Business
795,"A laundry basket or hamper can bring order to a mountain of dirty clothing and make you feel ready to take on not only laundry day, but the chaos of daily life in general. We spent more than 50 hours researching and testing 22 laundry baskets, hampers, sorters, and backpacks—in a variety of sizes and...","A laundry basket or hamper can bring order to a mountain of dirty clothing and make you feel ready to take on not only laundry day, but the chaos of daily life in general. We spent more than 50 hours researching and testing 22 laundry baskets, hampers, sorters, and backpacks—in a variety of sizes and...",https://www.nytimes.com/wirecutter/reviews/best-laundry-basket/,2013-12-29,wirecutterarticle,
796,"Of course I love my children equally, the exact same amount. But I do not love them the same.",I got pregnant when my son was a baby.,https://parenting.blogs.nytimes.com/2013/08/11/i-dont-love-my-second-child-the-way-i-love-my-first/,2013-08-11,article,
797,Everything — from the dog we’re dog-sitting pooping on the floor to that Argentine Coke commercial — makes me doubt whether we’re going to be good parents. But we don’t have the luxury of time to think about it.,Libby pooped on the floor.,https://parenting.blogs.nytimes.com/2013/12/17/the-dog-days-of-i-v-f-doubt/,2013-12-17,article,
798,"On Facebook, commenters share their thoughts about marriages where politics differ.","On Facebook, commenters share their thoughts about marriages where politics differ.",https://www.nytimes.com/interactive/2016/08/16/fashion/trump-clinton-couples-facebook-comments.html,2016-08-16,multimedia,Fashion & Style
799,PepsiCo reports in its earnings that people are buying fewer salty snacks from its Frito-Lay brands. It’s not the only food company that is seeking to lure back consumers stung by high prices.,Is $6 too much for a bag of Ruffles?,https://www.nytimes.com/2024/07/11/business/snack-food-prices-pepsico.html,2024-07-11,article,Business
800,"From the moment the ultrasound revealed two blobs in my uterus and not one, I have felt compromised.",Taking Sides,https://parenting.blogs.nytimes.com/2013/05/01/i-didnt-want-twins/,2013-05-01,article,
801,"On Facebook, commenters share their thoughts about marriages where politics differ.","On Facebook, commenters share their thoughts about marriages where politics differ.",https://www.nytimes.com/interactive/2016/08/16/fashion/trump-clinton-couples-facebook-comments.html,2016-08-16,multimedia,Fashion & Style
802,PepsiCo reports in its earnings that people are buying fewer salty snacks from its Frito-Lay brands. It’s not the only food company that is seeking to lure back consumers stung by high prices.,Is $6 too much for a bag of Ruffles?,https://www.nytimes.com/2024/07/11/business/snack-food-prices-pepsico.html,2024-07-11,article,Business
803,There is a not-very-implicit assumption in Jewish law that someone else is in charge of the emotional little humans who evidently impede living a life of spiritual service. But holding a sleeping child feels more like worship than reading psalms.,"When I was a rabbinical student and then a new rabbi, I wrote and spoke often about the importance of regular spiritual practice. Fixed discipline, I said, could hold you in your attempts to connect with the sacred.",https://parenting.blogs.nytimes.com/2013/09/04/parenting-as-a-spiritual-practice/,2013-09-04,article,
804,"When my son wet his pants every day at nursery school, the teachers thought I’d lied when I said he was potty trained. He was — he just wasn’t trained to be with anyone but me.","When babies are born, they lie on their mothers’ breasts, wild heartbeat to wild heartbeat, and start the long introduction that winds itself around to their eventual separation. When my son Jacob was born, I didn’t know that I was ever supposed to put him down. He napped on my chest, and when his eyes opened, they were always greeted by my own. I nursed, rocked and changed his diapers until his eyelids grew heavy again, then I settled him back down on me, rubbing the two-square-inch patch of his tiny back.",https://parenting.blogs.nytimes.com/2013/04/05/separation-anxiety/,2013-04-05,article,
805,Stephen Colbert suggested Donald Trump’s followers get comfortable with going generic: “I hope you like Great Value Bat and Ball Product and Kirkland Signature Airlines.”,"Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. We’re all stuck at home at the moment, so here are the 50 best movies on Netflix right now.",https://www.nytimes.com/2021/04/06/arts/television/late-night-stephen-colbert-republican-boycotts.html,2021-04-06,article,Culture
806,They say 2012 was the year of the social game. Don’t believe them. This was actually the year of the antisocial game.,"It had been a while since any of my friends had spent significant time together online in Call of Duty or Madden or World of Warcraft or any of the big-budget experiences we knew as multiplayer gaming. Things like deadlines, dinner parties and changing diapers were taking up all of our time. But suddenly, here we were, playing and competing with one another just like the old days.",https://artsbeat.blogs.nytimes.com/2012/12/30/game-theory-the-year-of-anti-social-gaming/,2012-12-30,article,
807,"An updated, but always incomplete, blogroll. Never let the perfect be the enemy of the good.","Weeks ago, I set out to update the Motherlode blogroll. I want to read blogs, I said — the kind of blogs I used to read, funny and honest and compelling. ",https://parenting.blogs.nytimes.com/2013/04/26/the-motherlode-blogroll-freshly-linked-but-never-final/,2013-04-26,article,
808,"In a 3-2 decision, an appellate court in Manhattan upheld a 2012 lower court decision that chided the city for its attempt to violate the free speech rights of sex-themed establishments.","On a stroll through the Times Square of today, a visitor can slurp a bowl of gumbo at Bubba Gump Shrimp Company, buy a tube of mascara at Sephora and snap a selfie with a fleet of Elmos.",https://www.nytimes.com/2015/07/23/nyregion/court-rejects-new-york-citys-efforts-to-restrict-sex-shops.html,2015-07-23,article,Metro
809,Mothering a kindergartner and a high-schooler at the same time puts a nostalgic perspective on ‘back-to-school.’,"When my daughter, now 4, was born, I was 44 1/2. The half is important — or was, to me, at the time, as I imagined the late summer morning I would drop her off five and a half years hence to start kindergarten, when she’d be 5 1/2.",https://parenting.blogs.nytimes.com/2012/09/02/seeing-one-child-off-to-preschool-another-to-high-school/,2012-09-02,article,
810,"James Blake, whose top ranking was No. 4, in 2006, announced the end of his 14-year pro career on Monday. His career suffered several major setbacks because of injuries.","When word went out late Sunday evening that James Blake would be having a news conference Monday morning at the United States Open, the reason was not difficult to guess.",https://www.nytimes.com/2013/08/27/sports/tennis/james-blake-announces-retirement-from-tennis.html,2013-08-26,article,Sports
811,"With the art benefit season in full swing, Yvonne Force Villareal, who helped found the Art Production Fund, glides between grunge and glam.","Yvonne Force Villareal, 46, helped found the Art Production Fund with Doreen Remen in 2000. She is married to the artist Leo Villareal; they live with their daughter, Lux, 15 months, and son, Cuatro, 8, in the West Village. BEE-SHYUAN CHANG ",https://www.nytimes.com/2012/04/22/fashion/yvonne-force-villareal-of-the-art-production-fund.html,2012-04-19,article,Styles
812,Television highlights.,"8 P.M. (Sundance) THE PLAYER (1992) In this film directed by Robert Altman, Griffin Mill (Tim Robbins), the head of production at a large Hollywood studio, tries to fend off a young genius (Peter Gallagher) rumored to have been hired as his replacement while figuring out who is writing him poison-pen postcards. When the hate mail’s author — a screenwriter (Vincent D’Onofrio) Griffin failed to get back to — turns up dead, he becomes a suspect, partly for falling in love with the writer’s girlfriend (Greta Scacchi, above, with Mr. Robbins). Whoopi Goldberg and Lyle Lovett play the detectives who make Griffin squirm. “As a satire, ‘The Player’ tickles,” Vincent Canby wrote in The New York Times. “It doesn’t draw blood.” Mr. Altman’s most subversive message, he added, “is not that it’s possible to get away with murder in Hollywood, but that the most grievous sin, in Hollywood terms anyway, is to make a film that flops.” In “Short Cuts” (1993), at 10:15, Mr. Altman intertwines the experiences of Los Angelenos in adaptations of Raymond Carver stories. Mr. Robbins reappears as a philandering motorcycle cop who can’t be faithful to the woman (Frances McDormand) with whom he’s cheating on his wife (Madeleine Stowe). Lily Tomlin is a diner cook who hits a small boy with her car. Bruce Davison and Andie MacDowell are his parents; Mr. Lovett is the baker who makes his birthday cake. Fred Ward, Buck Henry and Huey Lewis are three pals who find a dead woman while fishing. And Jennifer Jason Leigh is a mother who supports her family by doing phone sex, sometimes while washing dishes or changing diapers. “The lives are often desperate and the characters inarticulate, but the group portrait is as grandly, sometimes as hilariously, realized as anything the director has ever done,” Mr. Canby wrote. “When future social historians want to know what the temper of life was like in one corner of America in 1993, ‘Short Cuts’ will be a mother lode of information. It’s also a terrific movie.” ",https://www.nytimes.com/2013/08/20/arts/television/whats-on-tuesday.html,2013-08-20,article,Culture
813,"When Europeans settled in what is now New York, they took measure of the tides and added a margin for surges; their estimations were wrong.","From a single corner in Lower Manhattan on Monday night, you could see three centuries of the built city, the work of human hands meant to stand against time and tide.",https://www.nytimes.com/2012/10/31/nyregion/in-an-unexpected-storm-a-horror-movie-made-real.html,2012-10-30,article,Metro
814,The Internet economy isn’t as revolutionary as we had hoped.,"THERE were two grand illusions about the American economy in the first decade of the 21st century. One was the idea that housing prices were no longer tethered to normal economic trends, and instead would just keep going up and up. The second was the idea that in the age of Web 2.0, we were well on our way to figuring out how to make lots and lots of money on the Internet. ",https://www.nytimes.com/2012/05/27/opinion/sunday/douthat-the-facebook-illusion.html,2012-05-26,article,Editorial
815,"The largest contiguous parcel of undeveloped private land east of the Mississippi River, owned by Foley Lumber and Land, is expected to bring in $1 billion or more.","The largest contiguous parcel of undeveloped private land east of the Mississippi River, a vast swath of forest in northern Florida, is going on the market and is expected to bring $1 billion or more when it is sold this year.",https://www.nytimes.com/2015/04/02/business/dealbook/560000-acre-swath-of-florida-land-going-on-the-market.html,2015-04-02,article,Business
816,"Sometimes a game of catch in a hospital courtyard is the best a father has to give, and sometimes it’s all that matters.","We were the only family playing touch football in the Johns Hopkins Hospital courtyard. Our team: my brother, the wide receiver, in his wheelchair, tethered to numerous tubes, and his sons — a 6-year-old quarterback and a 3-year-old, diapered defenseman.",https://parenting.blogs.nytimes.com/2013/06/16/when-a-game-of-catch-is-all-a-father-has-left/,2013-06-16,article,
817,"Given the noise over a toy company’s “gender neutral” images of Nerf-gun-wielding girls and doll-clutching boys, how much have things really changed in the 40 years since “Free to Be You and Me”?","It may be the 40th anniversary of “Free to Be You and Me,” featuring the song “William’s Doll,” but the decision of a Swedish toy company, Top Toy (a licensee of Toys “R” Us), to put blow-dryers and dolls in the hands of its boy models and feature photos of Nerf-gun-wielding girls is still able to generate headlines. “This holiday season, how about a toy gun for the girl on your shopping list, and a doll for the boy?” a writer at The Wall Street Journal asks. “Dolls for Billy, toy guns for Sally?” The Toronto Star demands.",https://parenting.blogs.nytimes.com/2012/11/29/do-gender-neutral-gifts-still-elude-parents/,2012-11-29,article,
818,"Emerging from a fourth-place bruising in the Iowa caucuses on Tuesday night, Newt Gingrich and his top aides wasted little time going after Mitt Romney and Ron Paul.","LACONIA, N.H. — As Newt Gingrich stepped into the Barley House pub opposite the State Capitol to meet Republican lawmakers on Wednesday, a protester held a blowup of a famous cartoon portraying him in diapers as a “crybaby.”",https://www.nytimes.com/2012/01/05/us/politics/gingrich-targets-romney-and-paul-in-new-hampshire.html,2012-01-05,article,National
819,Thirty writers offer their notions of a word or action or idea that can foster progress on a finite planet.,"Orion Magazine, a beautiful and lyrical nonprofit publication, is celebrating its 30th anniversary by publishing “Thirty-Year Plan,” a short book of essays by 30 writers, myself included, who were asked to describe “some thing—emotion, insight, technology, resource, practice, policy, habit, attitude—that’s going to be increasingly essential if humans are going to live comfortably, sustainably, and redeemably on Earth.” (You can sift excerpts from the 30 essays in the Orion slide show above.*)",https://dotearth.blogs.nytimes.com/2012/07/08/30-ways-to-foster-progress-on-a-finite-planet-2/,2012-07-08,article,
820,"The Ocean Bay Community Center in Arverne, Queens, which has been providing supplies since Hurricane Sandy, was told to shut down for cleaning, which it fears means close for good.","People began showing up at the Ocean Bay Community Center in Arverne, Queens, on Sunday morning, braving the harsh cold to collect numbered tickets from a tall, dreadlocked man named Jamal Skrine. As he handed the tickets out, Mr. Skrine told the recipients to return later to pick up food and supplies. ",https://www.nytimes.com/2012/12/31/nyregion/storm-relief-operation-in-queens-says-it-has-been-told-to-cease.html,2012-12-31,article,Metro
821,"With the art benefit season in full swing, Yvonne Force Villareal, who helped found the Art Production Fund, glides between grunge and glam.","Yvonne Force Villareal, 46, helped found the Art Production Fund with Doreen Remen in 2000. She is married to the artist Leo Villareal; they live with their daughter, Lux, 15 months, and son, Cuatro, 8, in the West Village. BEE-SHYUAN CHANG ",https://www.nytimes.com/2012/04/22/fashion/yvonne-force-villareal-of-the-art-production-fund.html,2012-04-19,article,Styles
822,Here’s what you need to know to start your day.,Welcome to the Morning Briefing on NYT Now.,https://www.nytimes.com/2014/07/11/us/your-friday-briefing.html,2014-07-11,article,National
823,"The relief effort in McAllen, a busy gathering point near the border where many residents have responded to help migrants, is just a snapshot.","McALLEN, Tex. — The child whose dull eyes came alive when a shelter volunteer handed her a floppy-eared, pink bunny doll does not know she and her mother, who crossed the border with her, are in the middle of a political firestorm. ",https://www.nytimes.com/2014/06/27/us/at-border-immediacy-of-a-crisis-supersedes-politics.html,2014-06-27,article,National
824,"Sprinklers, perhaps more ubiquitous in New York than in any other city, are often gussied up in fanciful designs: a sea turtle, a ship, even a subway token.","Just after 2 p.m. Tuesday, with the temperature bursting 90 degrees, Sariya Rodriguez, age 20 months, stepped into the sprinkler section of Printer’s Park in the Longwood section of the Bronx. The water jets — set in the ground in a circle — were resting at the moment, but there were ample puddles for her to stamp with her pink plastic sandals. Suddenly, the water sprung from the jets. Sariya, who had never been in that part of the playground before, now was encircled with dancing streams of water. Her eyes and mouth opened in surprise. She looked up at her mother, Yajaira Rodriguez. Then they both laughed.",https://www.nytimes.com/2014/06/18/nyregion/citys-love-affair-with-the-summer-sprinkler-bursts-forth.html,2014-06-18,article,Metro
825,I wanted to know the right people to invite to my daughter’s 16th birthday party; the right cake to bake; the right music to play. But I didn’t. I did know enough to know who would.,"I stood way, way in the background, my view of my daughter Hannah’s shock and thrill obscured by a throng of teenagers swarming her and yelling, “Surprise!”",https://parenting.blogs.nytimes.com/2014/05/21/who-best-to-plan-a-surprise-party-for-a-teenager-not-mom/,2014-05-21,article,Styles
826,"The prolific author on housekeeping, hopelessness and his hair."," Twenty years ago, you predicted that if you were to have a lasting impact on literature, it would be for “the more bizarre material that is natural to me.” But your new novel, “San Miguel,” is pretty conventional. Have you changed your mind?  Maybe. You want as an artist to be pushing yourself to do what you haven’t done before. I had never done a conventional historical novel or anything entirely from the point of view of women. Early on my wife would criticize me because my women characters were barely existent. I pointed out to her that the male characters were barely existent, too. I was much more interested in wildness of design and language than characterization.",https://www.nytimes.com/2012/10/21/magazine/t-c-boyle-doomsday-preacher.html,2012-10-19,article,Magazine
827,Elisabeth Badinter’s “The Conflict” argues that the ideal of modern motherhood oppresses and undermines women as thoroughly as sexism ever did.,"Officially conceded, after the commentary on yesterday’s post regarding Hilary Rosen’s description of Ann Romney as “never having worked a day in her life:” the “mommy wars” between (some) stay-at-home mothers and (some) mothers who work outside the home are still raging. ",https://parenting.blogs.nytimes.com/2012/04/13/has-motherhood-replaced-sexism/,2012-04-13,article,
828,A functional meal can still be vibrant.,"We had really nice times, restaurants and I. There were the years when I worked for a food magazine with an expense account, and the years when my wife and I lived free of day care and diaper bills, so there are happy memories: the time I saw her weep, overcome by the flavor of a dish of strawberries; the time we spent an entire meal, rapt, watching servers glide toward tables, their dishes alighting in balletic unison.",https://www.nytimes.com/2018/04/10/magazine/leftovers-new-parents-vegetables-grain-bowls.html,2018-04-10,article,Magazine
829,"It’s washable, rechargeable and transmits information up to 100 feet — but do you really want an app to tell you when the baby is crying?","From the department of the inevitable: the Exmobaby wireless, biosensor baby onesie. It’s washable, rechargeable and transmits information up to 100 feet. Soon, very soon, you can monitor your baby’s ECG, skin temperature, and movement, and have constant alerts sent to your PC or mobile phone.",https://parenting.blogs.nytimes.com/2012/03/12/coming-soon-the-wearable-online-all-the-time-baby-monitor/,2012-03-12,article,
830,"Emerging from a fourth-place bruising in the Iowa caucuses on Tuesday night, Newt Gingrich and his top aides wasted little time going after Mitt Romney and Ron Paul.","LACONIA, N.H. — As Newt Gingrich stepped into the Barley House pub opposite the State Capitol to meet Republican lawmakers on Wednesday, a protester held a blowup of a famous cartoon portraying him in diapers as a “crybaby.”",https://www.nytimes.com/2012/01/05/us/politics/gingrich-targets-romney-and-paul-in-new-hampshire.html,2012-01-05,article,National
831,"The outpouring of support after New York’s deadliest fire in more than a quarter-century is “a sign that the victims are not alone,” a neighborhood priest said.","Minutes before Sunday Mass at St. Martin of Tours Roman Catholic Church in the Bronx, as the music began, a man approached the Rev. Cosme Fernandes.",https://www.nytimes.com/2017/12/31/nyregion/bronx-fire-donations.html,2018-01-01,article,Metro
832,"Richard Feder of Fort Lee, N.J., whose name was used on “Saturday Night Live” years ago as that of a letter writer to a news show, was stuck in the traffic caused by the lane closings.","A Mr. Richard Feder, famously from Fort Lee, N.J., has a question about the rather infamous closings of lanes to the George Washington Bridge.",https://www.nytimes.com/2014/01/11/nyregion/a-mr-feder-once-of-fort-lee-chimes-in.html,2014-01-11,article,Metro
833,"Using pleasure boats, civilians have improvised a boatlift to carry donated supplies to the devastated islands and bring back evacuees.","FAJARDO, P.R. — Puerto Rico, dealt only a glancing blow by Hurricane Irma, has become an impromptu emergency hub for its Caribbean neighbors that were left devastated by the storm’s wrath.",https://www.nytimes.com/2017/09/10/us/puerto-rico-virgin-islands.html,2017-09-11,article,National
834,"A writer finds commercial success in Scott Spencer’s novel “River Under the Road,” but at what cost to his self-esteem and his marriage?",RIVER UNDER THE ROAD By Scott Spencer366 pp. Ecco/HarperCollins Publishers. $27.99.,https://www.nytimes.com/2017/08/18/books/review/river-under-the-road-scott-spencer.html,2017-08-18,article,BookReview
835,"After a knee injury in January 2012 required surgery and sidelined him for the rest of the winter, as well as for the 2012-13 season, Bode Miller has returned to ski racing a changed man","BEAVER CREEK, Colo. — Two years ago, Bode Miller kicked out of the starting gate atop the treacherous Birds of Prey downhill course and laid down a bold and technically flawless run that earned him a victory. ",https://www.nytimes.com/2013/12/06/sports/skiing/olympian-has-new-outlook-on-life-but-flashes-his-old-panache-on-slopes.html,2013-12-06,article,Sports
836,Readers respond.,THE COACH WHO EXPLODED,https://www.nytimes.com/2013/11/24/magazine/the-11-10-2013-issue.html,2013-11-22,article,Magazine
837,A preview of Tuesday’s matches at the U.S. Open.,"At 5-foot-9-inches, and without a single dominant stroke, David Ferrer is hardly the prototypical top-five player. Yet, here he is again, ranked fifth in the world and seeded fifth here.",https://straightsets.blogs.nytimes.com/2011/08/29/tuesdays-matches-to-watch/,2011-08-29,article,
838,There’s insufficient acknowledgment of one of the people profoundly affected by Anthony Weiner’s behavior.,Everybody’s talking about the wife.,https://bruni.blogs.nytimes.com/2013/07/26/the-littlest-stake-holder/,2013-07-26,article,
839,CVS Caremark is a $50 billion company that could be worth $13 billion more it if were split in two.,"The merger that created CVS Caremark never made much sense. Combining the drugstore chain and pharmacy benefit manager resulted in lost contracts and Federal Trade Commission scrutiny. It has hurt investors, too. The fall in first-quarter profit reported on Thursday emphasizes the point. The $50 billion company could be worth $13 billion more carved up.",https://www.nytimes.com/2011/05/06/business/06views.html,2011-05-06,article,Business
840,"In “What Technology Wants,” by Kevin Kelly (a founding editor of Wired), the author spends time among the Amish and finds a highly deliberate approach to technology that has a lot to teach us about how to get along better with our own proliferating gadgets.","Last week, the techies were out in force when Kevin Kelly — a founding editor of Wired and currently the magazine’s “chief maverick” — came to the New York Public Library to talk about his new book, “What Technology Wants.” (See video of the event here.)  There were plenty of smart phones and iPads in the audience, but the thing I was really looking for was some Amish beards. Beards? Yes. As Kelly’s book reveals, he is that rare high-technologist to engage with America’s most famous community of Luddites.",https://artsbeat.blogs.nytimes.com/2010/10/25/amish-hackers-tell-all/,2010-10-25,article,Culture
841,The retail store has been aggressively marketing its fresh food offerings in a major nationwide campaign.,"IF you happen to drop by your local Target on the way home from work, you just might be able to grab something fresh for dinner. ",https://www.nytimes.com/2010/12/17/business/media/17adco.html,2010-12-17,article,Business
842,"Former Memphis State player and coach Larry Finch died over the weekend at age 60, remembered for bridging a racial divide in a tough city.","Larry Finch used to tell stories of growing up in Orange Mound, a tough neighborhood in Memphis: the houses with no indoor bathrooms and the streets patrolled by the police who treated the people with such distrust that Finch remembers them stopping him and rolling a patrol car window closed with his head in it. But when Finch would tell these stories, he was always laughing.",https://thequad.blogs.nytimes.com/2011/04/05/remembering-larry-finch-memphiss-pivotal-figure/,2011-04-05,article,
